SPNUMBER	TAXSTAT	SYNOF	SYNCAT	FAMILY	SPECIES	GENUS	SP1	AUTHOR1	RANK1	SP2	AUTHOR2	RANK2	SP3	AUTHOR3	RANK3	SP4	AUTHOR4	CITATION	YEAR	IUCN	COUNTRY
752	syn	457	hom	Zamiaceae	Palmifolium debile	Palmifolium	debile	(Aiton) Kuntze										Revis. Gen. Pl. 2: 803	1891		
753	syn	466	hom	Zamiaceae	Palmifolium fischeri	Palmifolium	fischeri	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
754	syn	467	hom	Zamiaceae	Palmifolium floridanum	Palmifolium	floridanum	(A.DC.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
755	syn	468	hom	Zamiaceae	Palmifolium furfuraceum	Palmifolium	furfuraceum	(L.f.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
756	syn	470	hom	Zamiaceae	Palmifolium galeotti	Palmifolium	galeotti	(de Vriese) Kuntze										Revis. Gen. Pl. 2: 803	1891		
757	syn	485	hom	Zamiaceae	Palmifolium integrifolium	Palmifolium	integrifolium	(L.f.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
758	syn	489	hom	Zamiaceae	Palmifolium kickxii	Palmifolium	kickxii	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
759	syn	493	hom	Zamiaceae	Palmifolium latifolium	Palmifolium	latifolium	(Lodd. ex Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
760	syn	502	hom	Zamiaceae	Palmifolium loddigesii	Palmifolium	loddigesii	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
761	syn	512	hom	Zamiaceae	Palmifolium medium	Palmifolium	medium	(Jacq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
762	syn	515	hom	Zamiaceae	Palmifolium mexicanum	Palmifolium	mexicanum	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
763	syn	518	hom	Zamiaceae	Palmifolium multifoliolatum	Palmifolium	multifoliolatum	(A.DC.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
764	syn	519	hom	Zamiaceae	Palmifolium muricatum	Palmifolium	muricatum	(Willd.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
765	syn	531	hom	Zamiaceae	Palmifolium ottonis	Palmifolium	ottonis	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
766	syn	535	hom	Zamiaceae	Palmifolium poeppigianum	Palmifolium	poeppigianum	(Mart. & Eichler) Kuntze										Revis. Gen. Pl. 2: 803	1891		
767	syn	541	hom	Zamiaceae	Palmifolium pseudoparasiticum	Palmifolium	pseudoparasiticum	(J.Yates) Kuntze										Revis. Gen. Pl. 2: 803	1891		
768	syn	542	hom	Zamiaceae	Palmifolium pumilum	Palmifolium	pumilum	(L.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
769	syn	545	hom	Zamiaceae	Palmifolium pygmaeum	Palmifolium	pygmaeum	(Sims) Kuntze										Revis. Gen. Pl. 2: 803	1891		
770	syn	552	hom	Zamiaceae	Palmifolium skinneri	Palmifolium	skinneri	(Warsz. ex A.Dietr.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
771	syn	554	hom	Zamiaceae	Palmifolium sparteum	Palmifolium	sparteum	(A.DC.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
772	syn	558	hom	Zamiaceae	Palmifolium strictum	Palmifolium	strictum	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
773	syn	560	hom	Zamiaceae	Palmifolium tenue	Palmifolium	tenue	(Willd.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
774	syn	13	hom	Zamiaceae	Palmifolium yatesii	Palmifolium	yatesii	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
429	syn	248	het	Zamiaceae	Platyzamia rigida	Platyzamia	rigida	Zucc.										Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. 4(2): 23, t. 4	1845		
430	acc	0		Zamiaceae	Stangeria eriopus	Stangeria	eriopus	(Kunze) Baill.										Hist. Pl. (Baillon) 12: 68, in adnot.	1894	VU	South Africa (E Cape, KwaZulu-Natal)
431	syn	430	het	Zamiaceae	Stangeria katzeri	Stangeria	katzeri	Regel										Gartenflora 23: 163, t. 798	1874		
432	syn	430	het	Zamiaceae	Stangeria paradoxa	Stangeria	paradoxa	T.Moore										Hooker's J. Bot. Kew Gard. Misc. 5: 228	1853		
433	syn	430	het	Zamiaceae	Stangeria schizodon	Stangeria	schizodon	W.Bull										Retail List [Bull] No. 72: 8	1872		
436	acc	0		Zamiaceae	Zamia acuminata	Zamia	acuminata	Oerst. ex Dyer										Biol. Cent.-Amer., Bot. 3: 194	1884	VU	Costa Rica (San José)
437	syn	542	het	Zamiaceae	Zamia allison-armourii	Zamia	allison-armourii	Millsp.										Publ. Field Columb. Mus., Bot. Ser. 2(1): 23	1900		
438	acc	0		Zamiaceae	Zamia amazonum	Zamia	amazonum	D.W.Stev.										Fl. Colombia (1983+) 21: 33, fig. 3	2001	NT	Brazil (Amazonas), Colombia, (Amazonas, Vaupés), Ecuador (Morona-Santiago, Napo, Sucumbíos), Peru (Loreto), S Venezuela
439	syn	464	het	Zamiaceae	Zamia amblyphyllidia	Zamia	amblyphyllidia	D.W.Stev.										Fairchild Trop. Gard. Bull. 42(3): 26	1987		
440	acc	0		Zamiaceae	Zamia amplifolia	Zamia	amplifolia	W.Bull ex Mast.										Gard. Chron., n.s. 10(261): 810	1878	CR	Colombia (Valle del Cauca)
441	acc	0		Zamiaceae	Zamia angustifolia	Zamia	angustifolia	Jacq.										Collectanea [Jacquin] 3: 263-265	1791	VU	Bahamas (Eleuthera), Cuba (Guantánamo, Oriente, Santiago de Cuba)
715	syn	441	hom	Zamiaceae	Zamia angustifolia var. angustifolia	Zamia	angustifolia	Jacq.	var.	angustifolia								Gartenflora 27: 13	1878		
584	syn	442	hom	Zamiaceae	Zamia angustifolia var. angustissima	Zamia	angustifolia	Jacq.	var.	angustissima	(Miq.) Regel							Gartenflora 27: 13	1878		
745	syn	467	hom	Zamiaceae	Zamia angustifolia var. floridana	Zamia	angustifolia	Jacq.	var.	floridana	(A.DC.) Regel							Gartenflora 27: 13	1878		
746	syn	558	hom	Zamiaceae	Zamia angustifolia var. stricta	Zamia	angustifolia	Jacq.	var.	stricta	(Miq.) Regel							Gartenflora 27: 13	1878		
583	syn	13	hom	Zamiaceae	Zamia angustifolia var. yatesii	Zamia	angustifolia	Jacq.	var.	yatesii	(Miq.) Regel							Gartenflora 27: 13	1878		
442	syn	441	het	Zamiaceae	Zamia angustissima	Zamia	angustissima	Miq.										Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 184	1851		
51	sup	0	het	Zamiaceae	Zamia baraquiniana	Zamia	baraquiniana	Hort. ex Regel										Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 308	1876		
443	syn	535	het	Zamiaceae	Zamia baraquiniana	Zamia	baraquiniana	Mast.										Gard. Chron. 25(14): 349	1868		
444	acc	0		Zamiaceae	Zamia boliviana	Zamia	boliviana	(Brongn.) A.DC.										Prodr. [A. P. de Candolle] 16(2): 540	1868	NT	Bolivia (El Beni, Cochabamba, Santa Cruz), Brazil (Mato Grosso)
445	sup	18	hom	Zamiaceae	Zamia brongniartii	Zamia	brongniartii	Wedd.										Ann. Sci. Nat., Bot. ser. 3, 13: 249, pl. 3	1849		
446	syn	529	het	Zamiaceae	Zamia bussellii	Zamia	bussellii	Schutzman, R.S.Adams, J.L.Haynes & Whitelock										Cycad Newslett. 31(2-3): 22-26, figs 1-16, 18-19	2008		
426	syn	74	hom	Zamiaceae	Zamia caffra	Zamia	caffra	(Thunb.) Thunb.										Prodr. Pl. Cap. 2: 92	1800		
447	syn	427	bas	Zamiaceae	Zamia calocoma	Zamia	calocoma	Miq.										Fl. Serres Jard. Eur. 7(6): 141	1852		
448	syn	545	het	Zamiaceae	Zamia chamberlainii	Zamia	chamberlainii	J.Schust.										in Engler, Pflanzenr. 99: 153	1932		
449	acc	0		Zamiaceae	Zamia chigua	Zamia	chigua	Seem.										Bot. Voy. Herald 6: 201-203, t. 43	1854	NT	Colombia (Chocó, Valle del Cauca)
450	acc	0		Zamiaceae	Zamia cremnophila	Zamia	cremnophila	Vovides, Schutzman & Dehgan										Bot. Gaz. 149(3): 351	1988	EN	Mexico (Tabasco)
451	acc	0		Zamiaceae	Zamia cunaria	Zamia	cunaria	Dressler & D.W.Stev.										Brittonia 45(1): 5-6, fig. 2	1993	VU	Panama (Colón, Panamá, Kuna de Wargandi, Kuna Yala)
452	syn	563	het	Zamiaceae	Zamia cupatiensis	Zamia	cupatiensis	Ducke										Arch. Jard. Bot. Rio de Janeiro 3: 20, pl. 1	1922		
453	sup	502	het	Zamiaceae	Zamia cycadifolia	Zamia	cycadifolia	Dyer										Biol. Cent.-Amer., Bot. 3: 195	1884		
454	syn	285	bas	Zamiaceae	Zamia cycadifolia	Zamia	cycadifolia	Jacq.										Fragm. Bot.: 27, tt. 25-26	1801		
455	sup	0		Zamiaceae	Zamia cycadifolia	Zamia	cycadifolia	S.Brunner										Flora 8: 733	1825		
456	syn	280	het	Zamiaceae	Zamia cycadis	Zamia	cycadis	L.f.										Suppl. Pl.: 443	1782		
457	syn	542	het	Zamiaceae	Zamia debilis	Zamia	debilis	L.f.										Hort. Kew. (W. Aiton) 3: 478	1789		
458	acc	0		Zamiaceae	Zamia decumbens	Zamia	decumbens	Calonje, Meerman, M.P.Griff. & Hoese										J. Bot. Res. Inst. Texas 3(1): 31-41, figs. 1-3	2009	[CR], list	Belize (Cayo, Stann Creek, Toledo)
459	syn	485	het	Zamiaceae	Zamia dentata	Zamia	dentata	Voigt										Syll. Pl. Nov. 2: 53	1828		
460	acc	0		Zamiaceae	Zamia disodon	Zamia	disodon	D.W.Stev. & Sabato										Fl. Colombia (1983+) 21: 38-40, fig. 4	2001	CR	Colombia (Antioquia)
461	acc	0		Zamiaceae	Zamia dressleri	Zamia	dressleri	D.W.Stev.										Brittonia 45(1): 6, fig. 3	1993	EN	Panama (Colón, Kuna Yala)
15	inv	0		Zamiaceae	Zamia elegantissima	Zamia	elegantissima	Schutzman, Vovides & R.S.Adams										Phytologia 85(3): 140144, f. 1, 3a, 4	1998		
462	acc	0		Zamiaceae	Zamia elegantissima	Zamia	elegantissima	Schutzman, Vovides & R.S.Adams										Phytologia 85(6): 389 (1998 publ. 21 Aug. 2003)	2003	EN	Panama (Colón, Kuna Yala)
463	acc	0		Zamiaceae	Zamia encephalartoides	Zamia	encephalartoides	D.W.Stev.										Fl. Colombia (1983+) 21: 40-42, fig. 5	2001	VU, [EN]	Colombia (Santander)
464	acc	0		Zamiaceae	Zamia erosa	Zamia	erosa	O.F.Cook & G.N.Collins										Contr. U.S. Natl. Herb. 8(2): 267	1903	VU	Cuba, Jamaica, Puerto Rico
465	acc	0		Zamiaceae	Zamia fairchildiana	Zamia	fairchildiana	L.D.Gómez										Phytologia 50(6): 401-404	1982	NT	Costa Rica (Puntarenas, San José), Panama (Chiriquí)
466	acc	0		Zamiaceae	Zamia fischeri	Zamia	fischeri	Miq.										Hort. Vanhoutt. 1(1): 20	1845	EN	Mexico (Hidalgo, Querétaro, San Luis Potosí, Tamaulipas)
467	syn	485	het	Zamiaceae	Zamia floridana	Zamia	floridana	A.DC.										Prodr. [A. P. de Candolle] 16(2): 544	1868		
716	syn	467	hom	Zamiaceae	Zamia floridana var. floridana	Zamia	floridana	A.DC.	var.	floridana								Novon 11(3): 363	2001		
787	syn	467	syn	Zamiaceae	Zamia floridana var. purshiana	Zamia	floridana	A.DC.	var.	purshiana	J.Schust.							in Engler, Pflanzenr. 99: 151-152	1932		
788	syn	551	hom	Zamiaceae	Zamia floridana var. purshiana f. silvicola	Zamia	floridana	A.DC.	var.	purshiana	J.Schust.	f.	silvicola	(Small) J.Schust.				in Engler, Pflanzenr. 99: 152	1932		
242	syn	564	hom	Zamiaceae	Zamia floridana var. umbrosa	Zamia	floridana	A.DC.	var.	umbrosa	(Small) D.B.Ward							Novon 11(3): 363	2001		
468	acc	0		Zamiaceae	Zamia furfuracea	Zamia	furfuracea	L.f.										Hort. Kew. (W. Aiton) 3: 477	1789	EN	Mexico (Veracruz)
717	syn	468	hom	Zamiaceae	Zamia furfuracea var. furfuracea	Zamia	furfuracea	L.f.	var.	furfuracea								Prodr. [A. P. de Candolle] 16(2): 541	1868		
469	syn	468	het	Zamiaceae	Zamia furfuracea var. trewii	Zamia	furfuracea	L.f.	var.	trewii	Miq.							Prodr. [A. P. de Candolle] 16(2): 541	1868		
470	syn	502	het	Zamiaceae	Zamia galeotti	Zamia	galeotti	de Vriese										Tijdschr. Natuurl. Gesch. Physiol. 12: 24	1845		
471	acc	0		Zamiaceae	Zamia gentryi	Zamia	gentryi	Dodson										Novon 8(1): 12-14, fig. 1a-f	1998	CR	Ecuador (Carchi, Esmeraldas)
472	acc	0		Zamiaceae	Zamia gomeziana	Zamia	gomeziana	R.H.Acuña										Brenesia 73-74: 29-33, fig. 1	2010	[VU]	Costa Rica (Limón)
473	acc	0		Zamiaceae	Zamia grijalvensis	Zamia	grijalvensis	Pérez-Farr., Vovides & Mart.-Camilo										Nordic J. Bot. 30(5): 565-570	2012	[CR]	Mexico (Chiapas)
474	syn	441	het	Zamiaceae	Zamia guggenheimiana	Zamia	guggenheimiana	Carabia										Caribbean Forest. 2: 89	1941		
475	syn	519	het	Zamiaceae	Zamia gutierrezii	Zamia	gutierrezii	Sauvalle										Anales Acad. Ci. Med. Habana 5: 54-55	1868		
476	acc	0		Zamiaceae	Zamia hamannii	Zamia	hamannii	A.S.Taylor, J.L.Haynes & Holzman										Bot. J. Linn. Soc. 158(3): 399-429, figs. 6, 7a, 8a	2008	[CR]	Panama (Bocas del Toro)
477	acc	0		Zamiaceae	Zamia herrerae	Zamia	herrerae	S.Calderón & Standl.										J. Wash. Acad. Sci. 14(4): 93-94, fig. 1	1924	VU	El Salvador (Sonsonate), Guatemala (Quetzaltenango Retalhuleu, Santa Rosa, Suchitepéquez), Mexico (Chiapas)
478	syn	303	bas	Zamiaceae	Zamia horrida	Zamia	horrida	Jacq.										Fragm. Bot.: 27-28, tt. 27, 28	1801		
479	acc	0		Zamiaceae	Zamia huilensis	Zamia	huilensis	Calonje, H.E.Esquivel & D.W.Stev.										Caldasia 34(2): 283-290	2012	[CR]	Colombia (Huila)
480	sup	542	het	Zamiaceae	Zamia humilis	Zamia	humilis	Salisb.										Prodr. Stirp. Chap. Allerton: 400	1796		
481	acc	0		Zamiaceae	Zamia hymenophyllidia	Zamia	hymenophyllidia	D.W.Stev.										Fl. Colombia (1983+) 21: 43-44, fig. 6	2001	CR	Colombia (Amazonas), Peru (Loreto)
482	acc	0		Zamiaceae	Zamia imperialis	Zamia	imperialis	A.S.Taylor, J.L.Haynes & Holzman										Bot. J. Linn. Soc. 158(3): 399-429, figs. 7c, 8c, 11	2008	[CR]	Panama (Coclé, Colón, Panamá, Veraguas)
483	acc	0		Zamiaceae	Zamia incognita	Zamia	incognita	A.Lindstr. & Idárraga										Phytotaxa 2: 29-34, figs. 1-3	2009	[VU]	Colombia (Antioquia, Boyacá, Santander)
484	acc	0		Zamiaceae	Zamia inermis	Zamia	inermis	Vovides, J.D.Rees & Vázq.Torres										Fl. Veracruz 26: 22-24, fig. 3	1983	CR	Mexico (Veracruz)
485	acc	0		Zamiaceae	Zamia integrifolia	Zamia	integrifolia	L.f.										Hort. Kew. (W. Aiton) 3: 478	1789	NT	Bahamas, Cayman Islands, Cuba, United States (Florida, Georgia)
821	acc	0		Zamiaceae	Zamia integrifolia var. broomei	Zamia	integrifolia	L.f.	var.	broomei	D.B.Ward							Phytologia 98(3): 175	2016	[NE]	United States (Florida)
822	acc	0		Zamiaceae	Zamia integrifolia var. floridana	Zamia	integrifolia	L.f.	var.	floridana	(A.DC.) D.B.Ward							Phytologia 98(3): 175	2016	[NE]	United States (Florida)
823	acc	0		Zamiaceae	Zamia integrifolia var. integrifolia	Zamia	integrifolia	L.f.	var.	integrifolia								Phytologia 98(3): 174	2016	[NE]	United States (Florida)
824	acc	0		Zamiaceae	Zamia integrifolia var. silvicola	Zamia	integrifolia	L.f.	var.	silvicola	(Small) D.B.Ward							Phytologia 98(3): 176	2016	[NE]	United States (Florida)
825	acc	0		Zamiaceae	Zamia integrifolia var. umbrosa	Zamia	integrifolia	L.f.	var.	umbrosa	(Small) D.B.Ward							Phytologia 98(3): 174	2016	[NE]	United States (Florida)
486	acc	0		Zamiaceae	Zamia ipetiensis	Zamia	ipetiensis	D.W.Stev.										Brittonia 45(1): 7-9, fig. 4	1993	EN	Panama (Panamá, Kuna Yala)
487	syn	496	het	Zamiaceae	Zamia jirijirimensis	Zamia	jirijirimensis	R.E.Schult.										Mutisia 15: 2, fig. p. 5 s.n.	1953		
488	acc	0		Zamiaceae	Zamia katzeriana	Zamia	katzeriana	(Regel) E.Rettig										Gartenflora 45: 148-149, fig. 31	1896	[CR]	Mexico (Chiapas)
489	syn	545	het	Zamiaceae	Zamia kickxii	Zamia	kickxii	Miq.										Monogr. Cycad.: 71, t. 8	1842		
490	acc	0		Zamiaceae	Zamia lacandona	Zamia	lacandona	Schutzman & Vovides										Novon 8(4): 441-446, figs. 1-3	1998	EN	Mexico (Chiapas)
491	sup	457	het	Zamiaceae	Zamia laeta	Zamia	laeta	Salisb.										Prodr. Stirp. Chap. Allerton: 400	1796		
492	syn	314	het	Zamiaceae	Zamia lanuginosa	Zamia	lanuginosa	Jacq.										Fragm. Bot.: 28, tt. 30-31	1801		
493	syn	468	het	Zamiaceae	Zamia latifolia	Zamia	latifolia	Lodd. ex Miq.										Tijdschr. Wis-Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 2(4): 298	1849		
494	syn	542	het	Zamiaceae	Zamia latifoliolata	Zamia	latifoliolata	Prenlel.										Bull. Soc. Vaud. Sci. Nat. 11: 278	1872		
495	syn	502	het	Zamiaceae	Zamia lawsoniana	Zamia	lawsoniana	Dyer										Biol. Cent.-Amer., Bot. 3: 195	1884		
496	acc	0		Zamiaceae	Zamia lecointei	Zamia	lecointei	Ducke										Arch. Jard. Bot. Rio de Janeiro 1: 9-10, pls 1-2	1915	NT	Brazil (Pará), Colombia (Amazonas), Venezuela (Amazonas)
497	syn	502	het	Zamiaceae	Zamia leiboldii	Zamia	leiboldii	Miq.										Linnaea 19(4): 425	1847		
498	syn	502	het	Zamiaceae	Zamia leiboldii var. angustifolia	Zamia	leiboldii	Miq.	var.	angustifolia	Regel							Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307	1876		
499	syn	502	het	Zamiaceae	Zamia leiboldii var. latifolia	Zamia	leiboldii	Miq.	var.	latifolia	Regel							Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307	1876		
718	syn	502	hom	Zamiaceae	Zamia leiboldii var. leiboldii	Zamia	leiboldii	Miq.	var.	leiboldii								Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307	1876		
500	acc	0		Zamiaceae	Zamia lindenii	Zamia	lindenii	Regel ex André										Ill. Hort. 22: 23, pl. 195	1875	[DD]	Ecuador (Azuay, Bolivar, Chimborazo, El Oro, Esmeraldas, Guayas, Los Ríos, Manabi, Pichincha), Perú (Tumbes)
501	acc	0		Zamiaceae	Zamia lindleyi	Zamia	lindleyi	Warsz. ex A.Dietr.										Allg. Gartenzeitung 19: 145-146, fig. s.n.	1851	[DD]	Panama (Bocas del Toro, Chiriquí)
826	acc	0		Zamiaceae	Zamia lindosensis	Zamia	lindosensis	D.W.Stev., D.Cárdenas & N.Castaño										Brittonia 70(3): 364 [epublished 19 Jun 2018]	2018	[EN]	Colombia (Guaviare)
502	acc	0		Zamiaceae	Zamia loddigesii	Zamia	loddigesii	Miq.										Tijdschr. Natuurl. Gesch. Physiol. 10: 72-73	1843	NT	Mexico (Chiapas, Hidalgo, Oaxaca, Tabasco, Tamaulipas, Veracruz)
503	syn	502	het	Zamiaceae	Zamia loddigesii var. angustifolia	Zamia	loddigesii	Miq.	var.	angustifolia	Regel							Bull. Soc. Imp. Naturalistes Moscou 30(1): 190	1857		
719	syn	502	hom	Zamiaceae	Zamia loddigesii var. loddigesii	Zamia	loddigesii	Miq.	var.	loddigesii								Bull. Soc. Imp. Naturalistes Moscou 30(1): 190	1857		
504	syn	502	het	Zamiaceae	Zamia loddigesii var. longifolia	Zamia	loddigesii	Miq.	var.	longifolia	J.Schust.							in Engler, Pflanzenr. 99: 147	1932		
505	syn	502	het	Zamiaceae	Zamia loddigesii var. obtusifolia	Zamia	loddigesii	Miq.	var.	obtusifolia	Regel							Bull. Soc. Imp. Naturalistes Moscou 30(1): 190	1857		
506	syn	321	bas	Zamiaceae	Zamia longifolia	Zamia	longifolia	Jacq.										Fragm. Bot.: 28, t. 29	1801		
507	acc	0		Zamiaceae	Zamia lucayana	Zamia	lucayana	Britton										Bull. New York Bot. Gard. 5(18): 311	1907	EN, [CR]	Bahamas (Abaco, Long Island)
508	acc	0		Zamiaceae	Zamia macrochiera	Zamia	macrochiera	D.W.Stev.										Cycad Classific. Concepts & Recommend.: 185-186, fig. 14.7	2004	CR	Peru (Loreto)
509	syn	511	het	Zamiaceae	Zamia madida	Zamia	madida	R.E.Schult.										Bot. Mus. Leafl. 18: 114, pl. 18	1958		
510	syn	248	het	Zamiaceae	Zamia maelenii	Zamia	maelenii	Miq.										Linnaea 18(1): 97-98	1844		
511	acc	0		Zamiaceae	Zamia manicata	Zamia	manicata	Linden ex Regel										Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 310, t. 926, fig. e	1876	NT	Colombia (Antioquia, Chocó), Panama (Darién)
512	syn	485	het	Zamiaceae	Zamia media	Zamia	media	Jacq.										Pl. Rar. Hort. Schoenbr. 3: 77, tt. 397, 398	1798		
775	syn	542	syn	Zamiaceae	Zamia media var. commeliniana	Zamia	media	Jacq.	var.	commeliniana	J.Schust.							in Engler, Pflanzenr. 99: 155-157	1932		
777	syn	550	hom	Zamiaceae	Zamia media var. commeliniana f. silicea	Zamia	media	Jacq.	var.	commeliniana	J.Schust.	f.	silicea	(Britton) J.Schust.				in Engler, Pflanzenr. 99: 157	1932		
780	syn	475	hom	Zamiaceae	Zamia media var. gutierrezii	Zamia	media	Jacq.	var.	gutierrezii	(Sauvalle) J.Schust.							in Engler, Pflanzenr. 99: 154-155	1932		
781	?	0		Zamiaceae	Zamia media var. gutierrezii f. calcicola	Zamia	media	Jacq.	var.	gutierrezii	(Sauvalle) J.Schust.	f.	calcicola	J.Schust.				in Engler, Pflanzenr. 99: 155	1932		
776	syn	512	hom	Zamiaceae	Zamia media var. jacquiniana	Zamia	media	Jacq.	var.	jacquiniana	J.Schust.							in Engler, Pflanzenr. 99: 157-158	1932		
782	?	0		Zamiaceae	Zamia media var. jacquiniana f. brevipinnata	Zamia	media	Jacq.	var.	jacquiniana	J.Schust.	f.	brevipinnata	J.Schust.				in Engler, Pflanzenr. 99: 158	1932		
779	syn	537	hom	Zamiaceae	Zamia media var. portoricensis	Zamia	media	Jacq.	var.	portoricensis	(Urb.) J.Schust.							in Engler, Pflanzenr. 99: 158	1932		
778	syn	560	hom	Zamiaceae	Zamia media var. tenuis	Zamia	media	Jacq.	var.	tenuis	(Willd.) J.Schust.							in Engler, Pflanzenr. 99: 158	1932		
513	acc	0		Zamiaceae	Zamia meermanii	Zamia	meermanii	Calonje										J. Bot. Res. Inst. Texas 3(1): 23-29, figs. 1-2	2009	[EN]	Belize (Belize, Cayo, Toledo)
514	acc	0		Zamiaceae	Zamia melanorrhachis	Zamia	melanorrhachis	D.W.Stev.										Fl. Colombia (1983+)21: 55, fig. 11	2001	EN	Colombia (Antioquia, Córdoba, Santander)
515	syn	502	het	Zamiaceae	Zamia mexicana	Zamia	mexicana	Miq.										Prodr. Syst. Cycad.: 13-14, 25-26	1861		
737	?	0		Zamiaceae	Zamia miquelii	Zamia	miquelii	W.Bull										Retail List [Bull] No. 121: 149	1876		
516	acc	0		Zamiaceae	Zamia montana	Zamia	montana	Braun										Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376-377	1875	CR	Colombia (Antioquia, Risaralda)
517	acc	0		Zamiaceae	Zamia monticola	Zamia	monticola	Chamb.										Bot. Gaz. 81(2): 219, 223, figs. 1-3	1926	CR	Guatemala (Alta Verapaz)
518	syn	441	het	Zamiaceae	Zamia multifoliolata	Zamia	multifoliolata	A.DC.										Prodr. [A. P. de Candolle] 16(2): 545	1868		
519	acc	0		Zamiaceae	Zamia muricata	Zamia	muricata	Willd.										Sp. Pl., ed. 4 [Willdenow] 4: 847-848	1806	NT	Colombia (La Guajira, Meta), Venezuela (Carabobo, Falcón, Guárico, Lara, Miranda, Yaracuy)
520	syn	519	het	Zamiaceae	Zamia muricata var. angustifolia	Zamia	muricata	Willd.	var.	angustifolia	Miq.							Monogr. Cycad.: 66	1842		
720	syn	519	hom	Zamiaceae	Zamia muricata var. muricata	Zamia	muricata	Willd.	var.	muricata								Monogr. Cycad.: 66	1842		
521	syn	493	hom	Zamiaceae	Zamia muricata var. obtustifolia	Zamia	muricata	Willd.	var.	obtustifolia	Miq.							Tijdschr. Natuurl. Gesch. Physiol. 10: 71-72	1843		
434	acc	0		Zamiaceae	Zamia nana	Zamia	nana	A.Lindstr., Calonje, D.W.Stev. & A.S.Taylor										Phytotaxa 98(2): 2742, figs. 6-7	2013	[EN]	Panama (Coclé)
435	inv	303	het	Zamiaceae	Zamia nana	Zamia	nana	de Vriese										Tijdschr. Natuurl. Gesch. Physiol. 4:(4) 421	1838		
522	acc	0		Zamiaceae	Zamia nesophila	Zamia	nesophila	A.S.Taylor, J.L.Haynes & Holzman										Bot. J. Linn. Soc. 158(3): 399-429, figs. 7b, 8b, 10	2008	[CR]	Panama (Bocas del Toro)
523	acc	0		Zamiaceae	Zamia neurophyllidia	Zamia	neurophyllidia	D.W.Stev.										Brittonia 45(1): 10, fig. 5	1993	VU	Costa Rica, Nicaragua (Río San Juan, Atlántico Sur), Panama (Bocas del Toro)
524	dub	0		Zamiaceae	Zamia noeffiana	Zamia	noeffiana	Linden ex Wittm.										Gartenflora 46: 358	1897		
525	syn	496	het	Zamiaceae	Zamia obidensis	Zamia	obidensis	Ducke										Arch. Jard. Bot. Rio de Janeiro 3: 19	1922		
526	acc	0		Zamiaceae	Zamia obliqua	Zamia	obliqua	A.Braun										Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376	1875	NT	Colombia (Antioquia, Chocó, Valle del Cauca), Costa Rica (Puntarenas), Panama (Darién, Panamá)
527	sup	526	het	Zamiaceae	Zamia obliqua	Zamia	obliqua	Regel ex Ducos										Ill. Hort. 24: 140, pl. 289	1877		
528	acc	0		Zamiaceae	Zamia oligodonta	Zamia	oligodonta	E.Calderón & D.W.Stev.										Revista Acad. Colomb. Ci. Exact. 27(105): 486-490	2003	DD, [EN]	Colombia (Risaralda)
529	acc	0		Zamiaceae	Zamia onan-reyesii	Zamia	onan-reyesii	C.Nelson & Sandoval										Ceiba 49(1): 135-136, figs. 1-6	2008	[CR]	Honduras (Cortés)
530	acc	0		Zamiaceae	Zamia oreillyi	Zamia	oreillyi	C.Nelson										Ceiba 46(1): 42, figs. 11-13	2006	VU	Honduras (Atlántida)
531	syn	545	het	Zamiaceae	Zamia ottonis	Zamia	ottonis	Miq.										Linnaea 17(6): 740	1844		
532	sup	543	het	Zamiaceae	Zamia pallida	Zamia	pallida	Salisb.										Prodr. Stirp. Chap. Allerton: 401	1796		
